,Accident Date,Time (24hr),Road Surface,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
2671,2015-01-23,02:54:00,Wet/Damp,Fine without high winds,Other,Driver,Slight,Male,28
2672,2015-01-23,20:44:00,Dry,Fine without high winds,Car,Driver,Slight,Female,20
2673,2015-01-24,00:15:00,Wet/Damp,Fine without high winds,Car,Pedestrian,Slight,Male,32
2674,2015-01-24,21:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,18
2675,2015-01-24,21:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,18
2676,2015-01-24,13:20:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,20
2677,2015-01-24,13:20:00,Dry,Fine without high winds,Car,Driver,Slight,Male,20
2678,2015-01-24,23:15:00,Dry,Fine without high winds,Car,Driver,Slight,Female,57
2679,2015-01-24,12:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,38
2680,2015-01-24,12:04:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,70
2681,2015-01-24,11:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,82
2682,2015-01-24,10:18:00,Wet/Damp,Fine without high winds,Car,Pedestrian,Serious,Female,79
2683,2015-01-24,12:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,36
2684,2015-01-24,09:00:00,Dry,Fine without high winds,Car,Driver,Serious,Female,22
2685,2015-01-25,11:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,30
2686,2015-01-25,11:45:00,Dry,Fine without high winds,Car,Driver,Slight,Male,65
2687,2015-01-25,11:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,55
2688,2015-01-26,12:05:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,17
2689,2015-01-26,08:20:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,53
2690,2015-01-26,17:54:00,Dry,Fine without high winds,Car,Driver,Slight,Female,29
2691,2015-01-26,17:54:00,Dry,Fine without high winds,Car,Driver,Slight,Female,49
2692,2015-01-26,12:05:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,37
2693,2015-01-26,12:05:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,59
2694,2015-01-27,16:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,35
2695,2015-01-27,15:40:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,44
2696,2015-01-27,13:17:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,33
2697,2015-01-27,11:48:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,28
2698,2015-01-27,08:29:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,28
2699,2015-01-27,16:50:00,Dry,Fine without high winds,Bus,Passenger,Serious,Female,82
2700,2015-01-27,11:48:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,2
2701,2015-01-28,23:00:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,22
2702,2015-01-28,23:20:00,Wet/Damp,Snowing with high winds,Car,Passenger,Slight,Male,22
2703,2015-01-28,18:33:00,Snow,Snowing with high winds,Car,Driver,Slight,Male,70
2704,2015-01-28,18:33:00,Snow,Snowing with high winds,Car,Pedestrian,Slight,Male,52
2705,2015-01-28,16:38:00,Wet/Damp,Snowing with high winds,Car,Driver,Slight,Female,45
2706,2015-01-28,18:33:00,Snow,Snowing with high winds,Car,Pedestrian,Slight,Male,28
2707,2015-01-28,12:50:00,Wet/Damp,Raining with high winds,Car,Pedestrian,Slight,Female,23
2708,2015-01-28,12:19:00,Wet/Damp,Raining with high winds,Goods vehicle,Pedestrian,Slight,Male,60
2709,2015-01-28,09:00:00,Wet/Damp,Raining without high winds,Motorcycle,Driver,Serious,Male,51
2710,2015-01-28,16:38:00,Wet/Damp,Snowing with high winds,Car,Passenger,Slight,Male,13
2711,2015-01-29,10:35:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,56
2712,2015-01-29,07:48:00,Snow,Fine without high winds,Car,Driver,Slight,Female,33
2713,2015-01-29,09:15:00,Snow,Fine without high winds,Car,Driver,Slight,Female,53
2714,2015-01-29,09:36:00,Wet/Damp,Snowing without high winds,Car,Driver,Slight,Female,20
2715,2015-01-29,10:35:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,41
2716,2015-01-29,10:35:00,Wet/Damp,Fine without high winds,Car,Passenger,Serious,Male,43
2717,2015-01-29,15:23:00,Snow,Snowing without high winds,Goods vehicle,Pedestrian,Slight,Female,38
2718,2015-01-30,17:50:00,Frost/Ice,Fine without high winds,Car,Driver,Slight,Male,18
2719,2015-01-30,15:30:00,Frost/Ice,Fine without high winds,Car,Pedestrian,Slight,Male,8
2720,2015-01-30,23:30:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,47
2721,2015-01-30,23:30:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,49
2722,2015-01-30,15:30:00,Frost/Ice,Fine without high winds,Car,Pedestrian,Serious,Female,38
2723,2015-01-30,19:45:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,23
2724,2015-01-30,15:39:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,51
2725,2015-01-30,12:30:00,Wet/Damp,Fine without high winds,Goods vehicle,Driver,Slight,Male,41
2726,2015-01-30,12:03:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,22
2727,2015-01-30,15:39:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,49
2728,2015-01-31,13:28:00,Dry,Fine without high winds,Bus,Passenger,Serious,Male,84
2729,2015-01-31,15:32:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,40
2730,2015-01-31,13:45:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,23
2731,2015-01-31,08:57:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,19
2732,2015-01-31,08:57:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,28
2733,2015-02-01,05:28:00,Wet/Damp,Fine with high winds,Car,Driver,Slight,Male,30
2734,2015-02-01,11:25:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,77
2735,2015-02-01,12:55:00,Dry,Fine without high winds,Car,Driver,Slight,Male,80
2736,2015-02-01,21:50:00,Dry,Fine without high winds,Car,Driver,Slight,Male,57
2737,2015-02-01,18:50:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,54
2738,2015-02-01,19:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,18
2739,2015-02-02,19:15:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,38
2740,2015-02-02,19:15:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,23
2741,2015-02-02,19:08:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,24
2742,2015-02-02,19:08:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,51
2743,2015-02-02,19:15:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,25
2744,2015-02-02,12:22:00,Dry,Fine without high winds,Car,Driver,Slight,Female,58
2745,2015-02-02,09:16:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,41
2746,2015-02-02,06:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,51
2747,2015-02-02,16:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,25
2748,2015-02-03,22:00:00,Wet/Damp,Fine without high winds,Motorcycle,Driver,Slight,Male,38
2749,2015-02-03,20:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,21
2750,2015-02-03,14:02:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,26
2751,2015-02-03,14:02:00,Dry,Fine without high winds,Car,Driver,Serious,Female,29
2752,2015-02-03,08:52:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,50
2753,2015-02-03,08:06:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,24
2754,2015-02-03,12:31:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,20
2755,2015-02-04,22:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,27
2756,2015-02-04,22:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,38
2757,2015-02-04,18:00:00,Dry,Fine without high winds,Goods vehicle,Pedestrian,Slight,Female,53
2758,2015-02-04,17:45:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,22
2759,2015-02-04,17:25:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,59
2760,2015-02-04,17:25:00,Dry,Fine without high winds,Car,Driver,Slight,Female,59
2761,2015-02-04,17:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,46
2762,2015-02-04,22:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,31
2763,2015-02-04,11:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,46
2764,2015-02-04,10:05:00,Dry,Fine without high winds,Car,Driver,Slight,Male,57
2765,2015-02-04,10:05:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,14
2766,2015-02-04,10:05:00,Dry,Fine without high winds,Car,Driver,Slight,Female,41
2767,2015-02-04,08:11:00,Dry,Fine without high winds,Car,Driver,Slight,Female,40
2768,2015-02-04,15:10:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,6
2769,2015-02-05,21:30:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,17
2770,2015-02-05,21:30:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,25
2771,2015-02-05,17:41:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,41
2772,2015-02-05,15:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,25
2773,2015-02-05,15:15:00,Dry,Fine without high winds,Car,Driver,Serious,Female,23
2774,2015-02-05,17:09:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,54
2775,2015-02-05,07:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,33
2776,2015-02-05,07:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,32
2777,2015-02-05,07:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,15
2778,2015-02-05,13:12:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,25
2779,2015-02-06,18:02:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,22
2780,2015-02-06,15:04:00,Dry,Fine without high winds,Bus,Passenger,Serious,Female,66
2781,2015-02-06,11:12:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,32
2782,2015-02-06,11:12:00,Dry,Fine without high winds,Car,Driver,Slight,Male,25
2783,2015-02-06,06:50:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,26
2784,2015-02-06,10:52:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,68
2785,2015-02-07,11:35:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,26
2786,2015-02-07,14:27:00,Dry,Fine without high winds,Car,Driver,Slight,Female,54
2787,2015-02-07,19:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,51
2788,2015-02-08,16:50:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,24
2789,2015-02-09,18:28:00,Dry,Fine without high winds,Car,Driver,Slight,Female,31
2790,2015-02-09,15:25:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,9
2791,2015-02-09,15:25:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,5
2792,2015-02-09,15:25:00,Dry,Fine without high winds,Car,Driver,Slight,Female,43
2793,2015-02-09,08:30:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,13
2794,2015-02-09,15:25:00,Dry,Fine without high winds,Car,Driver,Slight,Male,63
2795,2015-02-10,17:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,2
2796,2015-02-10,13:11:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,19
2797,2015-02-10,06:55:00,Dry,Fine without high winds,Car,Driver,Slight,Male,52
2798,2015-02-10,07:29:00,Dry,Fine without high winds,Car,Driver,Slight,Female,40
2799,2015-02-10,07:40:00,Wet/Damp,Fine without high winds,Motorcycle,Driver,Slight,Male,24
2800,2015-02-10,14:15:00,Dry,Fine without high winds,Car,Driver,Slight,Female,48
2801,2015-02-10,14:24:00,Dry,Fine without high winds,Car,Driver,Slight,Female,36
2802,2015-02-10,17:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,21
2803,2015-02-10,20:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,36
2804,2015-02-11,21:17:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,32
2805,2015-02-11,15:17:00,Dry,Fine without high winds,Car,Passenger,Serious,Female,23
2806,2015-02-11,21:17:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,22
2807,2015-02-11,08:58:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,48
2808,2015-02-11,17:37:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,42
2809,2015-02-12,17:56:00,Dry,Fine without high winds,Bus,Pedestrian,Serious,Male,66
2810,2015-02-12,12:44:00,Dry,Fine without high winds,Car,Driver,Slight,Male,23
2811,2015-02-12,12:44:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,22
2812,2015-02-12,15:45:00,Dry,Fine without high winds,Goods vehicle,Passenger,Slight,Male,21
2813,2015-02-12,15:45:00,Dry,Fine without high winds,Goods vehicle,Passenger,Slight,Male,24
2814,2015-02-13,20:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,18
2815,2015-02-13,20:35:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,21
2816,2015-02-13,17:30:00,Wet/Damp,Fine without high winds,Car,Pedestrian,Slight,Female,25
2817,2015-02-13,20:35:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,19
2818,2015-02-14,22:01:00,Wet/Damp,Fine without high winds,Car,Pedestrian,Slight,Female,21
2819,2015-02-14,17:57:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,44
2820,2015-02-14,11:05:00,Wet/Damp,Fine without high winds,Car,Passenger,Serious,Male,34
2821,2015-02-14,11:05:00,Wet/Damp,Fine without high winds,Car,Driver,Serious,Female,26
2822,2015-02-14,11:05:00,Wet/Damp,Fine without high winds,Car,Passenger,Serious,Male,24
2823,2015-02-14,15:15:00,Dry,Fine without high winds,Goods vehicle,Pedestrian,Slight,Female,12
2824,2015-02-14,09:55:00,Wet/Damp,Fine without high winds,Car,Pedestrian,Slight,Male,64
2825,2015-02-14,01:10:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,33
2826,2015-02-14,01:10:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,33
2827,2015-02-14,11:05:00,Wet/Damp,Fine without high winds,Car,Driver,Serious,Male,21
2828,2015-02-15,16:45:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,32
2829,2015-02-15,17:15:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Female,55
2830,2015-02-15,16:54:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,74
2831,2015-02-15,22:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,20
2832,2015-02-16,06:15:00,Wet/Damp,Raining without high winds,Car,Driver,Serious,Male,46
2833,2015-02-16,01:10:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,18
2834,2015-02-16,01:10:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,18
2835,2015-02-16,01:10:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,18
2836,2015-02-17,06:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,62
2837,2015-02-17,08:15:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Female,29
2838,2015-02-17,19:05:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
2839,2015-02-17,13:13:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,18
2840,2015-02-17,15:22:00,Dry,Fine without high winds,Car,Driver,Slight,Male,51
2841,2015-02-17,20:48:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,19
2842,2015-02-17,20:48:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,20
2843,2015-02-18,17:25:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,11
2844,2015-02-18,17:25:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,10
2845,2015-02-18,17:25:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,6
2846,2015-02-18,17:25:00,Wet/Damp,Fine without high winds,Car,Passenger,Serious,Male,8
2847,2015-02-18,17:25:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,21
2848,2015-02-18,17:25:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,32
2849,2015-02-18,17:25:00,Wet/Damp,Fine without high winds,Car,Driver,Serious,Male,52
2850,2015-02-18,16:20:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,82
2851,2015-02-18,15:47:00,Dry,Fine without high winds,Car,Driver,Slight,Male,26
2852,2015-02-18,08:36:00,Wet/Damp,Fine without high winds,Motorcycle,Driver,Slight,Male,25
2853,2015-02-18,15:47:00,Dry,Fine without high winds,Car,Driver,Slight,Female,29
2854,2015-02-18,15:15:00,Dry,Fine without high winds,Car,Driver,Slight,Male,29
2855,2015-02-18,10:15:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,19
2856,2015-02-19,14:13:00,Wet/Damp,Raining without high winds,Car,Pedestrian,Slight,Female,48
2857,2015-02-19,09:42:00,Dry,Fine without high winds,Car,Driver,Slight,Female,47
2858,2015-02-19,09:42:00,Dry,Fine without high winds,Car,Driver,Slight,Male,40
2859,2015-02-19,12:04:00,Flood (3cm deep),Raining without high winds,Car,Driver,Slight,Male,39
2860,2015-02-19,09:25:00,Dry,Fine without high winds,Goods vehicle,Driver,Serious,Male,51
2861,2015-02-19,09:42:00,Dry,Fine without high winds,Car,Driver,Slight,Female,40
2862,2015-02-20,00:03:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Serious,Female,25
2863,2015-02-20,10:10:00,Dry,Fine without high winds,Car,Driver,Slight,Female,40
2864,2015-02-20,10:10:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,28
2865,2015-02-21,22:05:00,Dry,Fine without high winds,Car,Driver,Serious,Female,28
2866,2015-02-21,14:11:00,Dry,Fine without high winds,Bus,Pedestrian,Slight,Female,45
2867,2015-02-21,08:50:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,67
2868,2015-02-21,19:23:00,Wet/Damp,Fine without high winds,Car,Pedestrian,Serious,Male,53
2869,2015-02-22,11:53:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,78
2870,2015-02-22,16:46:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,26
2871,2015-02-22,16:46:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,27
2872,2015-02-22,07:02:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,45
2873,2015-02-23,18:19:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,44
2874,2015-02-23,21:10:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,53
2875,2015-02-23,21:10:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,43
2876,2015-02-23,21:10:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,14
2877,2015-02-23,21:10:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,13
2878,2015-02-24,08:50:00,Wet/Damp,Fine without high winds,Bus,Passenger,Slight,Female,22
2879,2015-02-24,08:45:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,24
2880,2015-02-24,08:50:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,29
2881,2015-02-24,08:50:00,Wet/Damp,Fine without high winds,Bus,Driver,Slight,Female,50
2882,2015-02-24,08:45:00,Dry,Fine without high winds,Goods vehicle,Passenger,Slight,Male,31
2883,2015-02-24,08:50:00,Wet/Damp,Fine without high winds,Bus,Passenger,Slight,Female,34
2884,2015-02-24,08:53:00,Dry,Fine without high winds,Car,Driver,Slight,Male,28
2885,2015-02-24,11:26:00,Dry,Fine without high winds,Car,Driver,Slight,Male,46
2886,2015-02-24,17:15:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,24
2887,2015-02-24,20:00:00,Dry,Fine without high winds,Goods vehicle,Driver,Serious,Male,39
2888,2015-02-25,19:20:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,35
2889,2015-02-25,19:20:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,32
2890,2015-02-25,19:20:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,39
2891,2015-02-25,19:20:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,26
2892,2015-02-25,08:35:00,Dry,Fine without high winds,Car,Driver,Slight,Female,27
2893,2015-02-25,19:20:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,21
2894,2015-02-25,08:50:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,44
2895,2015-02-25,19:20:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,52
2896,2015-02-25,08:35:00,Dry,Fine without high winds,Car,Driver,Slight,Female,42
2897,2015-02-26,16:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,22
2898,2015-02-26,19:06:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,35
2899,2015-02-26,18:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,6
2900,2015-02-26,16:10:00,Dry,Fine without high winds,Car,Driver,Slight,Male,39
2901,2015-02-26,16:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,46
2902,2015-02-26,16:10:00,Dry,Fine without high winds,Car,Driver,Slight,Male,20
2903,2015-02-26,16:10:00,Dry,Fine without high winds,Car,Driver,Slight,Female,37
2904,2015-02-26,11:07:00,Wet/Damp,Fine without high winds,Goods vehicle,Pedestrian,Serious,Male,20
2905,2015-02-26,08:36:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,45
2906,2015-02-26,07:40:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,48
2907,2015-02-26,07:40:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,20
2908,2015-02-27,20:15:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,48
2909,2015-02-27,08:41:00,Dry,Fine without high winds,Car,Driver,Slight,Female,45
2910,2015-02-27,08:41:00,Dry,Fine without high winds,Car,Driver,Slight,Male,28
2911,2015-02-27,08:41:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,25
2912,2015-02-27,22:25:00,Dry,Fine without high winds,Car,Driver,Slight,Male,40
2913,2015-02-28,11:00:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,36
2914,2015-02-28,13:39:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,20
2915,2015-02-28,10:30:00,Dry,Fine without high winds,Other,Pedestrian,Serious,Female,90
2916,2015-02-28,21:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
2917,2015-02-28,03:22:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,20
2918,2015-03-01,15:20:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,31
2919,2015-03-01,15:20:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,57
2920,2015-03-01,13:00:00,Dry,Raining without high winds,Car,Pedestrian,Slight,Female,39
2921,2015-03-01,01:53:00,Dry,Fine with high winds,Car,Passenger,Slight,Female,90
2922,2015-03-01,01:53:00,Dry,Fine with high winds,Car,Driver,Slight,Female,54
2923,2015-03-01,08:02:00,Wet/Damp,Raining with high winds,Pedal cycle,Driver,Serious,Male,20
2924,2015-03-02,07:45:00,Snow,Snowing without high winds,Car,Driver,Slight,Female,38
2925,2015-03-02,11:20:00,Snow,Snowing with high winds,Car,Driver,Slight,Female,60
2926,2015-03-02,11:20:00,Snow,Snowing with high winds,Car,Passenger,Serious,Female,82
2927,2015-03-02,11:20:00,Snow,Snowing with high winds,Car,Driver,Slight,Male,80
2928,2015-03-02,11:20:00,Snow,Snowing with high winds,Car,Driver,Slight,Male,44
2929,2015-03-02,12:41:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,2
2930,2015-03-02,12:41:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,91
2931,2015-03-02,19:30:00,Wet/Damp,Fine with high winds,Goods vehicle,Pedestrian,Slight,Male,59
2932,2015-03-03,15:35:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,57
2933,2015-03-03,19:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,23
2934,2015-03-03,16:36:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,42
2935,2015-03-03,15:50:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,60
2936,2015-03-03,13:03:00,Dry,Fine without high winds,Car,Driver,Slight,Male,83
2937,2015-03-03,09:40:00,Dry,Fine without high winds,Car,Driver,Slight,Male,24
2938,2015-03-03,09:09:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,19
2939,2015-03-03,08:25:00,Wet/Damp,Raining with high winds,Car,Driver,Slight,Male,43
2940,2015-03-03,08:25:00,Wet/Damp,Raining with high winds,Car,Passenger,Slight,Male,15
2941,2015-03-03,19:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,18
2942,2015-03-03,13:03:00,Dry,Fine without high winds,Car,Driver,Slight,Female,42
2943,2015-03-03,19:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,20
2944,2015-03-04,07:08:00,Dry,Fine without high winds,Car,Driver,Slight,Male,62
2945,2015-03-04,07:08:00,Dry,Fine without high winds,Car,Driver,Slight,Female,23
2946,2015-03-04,11:05:00,Dry,Fine without high winds,Car,Driver,Slight,Male,82
2947,2015-03-04,16:45:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,26
2948,2015-03-04,17:52:00,Dry,Fine without high winds,Car,Driver,Slight,Female,43
2949,2015-03-04,22:16:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,50
2950,2015-03-04,22:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,23
2951,2015-03-05,17:15:00,Dry,Fine without high winds,Bus,Passenger,Slight,Male,46
2952,2015-03-05,21:50:00,Dry,Fine without high winds,Car,Driver,Slight,Female,39
2953,2015-03-05,18:10:00,Dry,Fine without high winds,Car,Driver,Slight,Female,60
2954,2015-03-05,13:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,25
2955,2015-03-05,09:35:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,20
2956,2015-03-05,12:00:00,Dry,Fine without high winds,Bus,Passenger,Slight,Female,60
2957,2015-03-05,09:35:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,19
2958,2015-03-06,09:50:00,Dry,Fine without high winds,Car,Driver,Slight,Female,43
2959,2015-03-06,09:50:00,Dry,Fine without high winds,Car,Driver,Slight,Male,57
2960,2015-03-06,11:38:00,Dry,Fine without high winds,Car,Driver,Serious,Male,21
2961,2015-03-06,11:38:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,24
2962,2015-03-06,15:35:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,3
2963,2015-03-06,16:45:00,Dry,Fine without high winds,Goods vehicle,Driver,Slight,Male,38
2964,2015-03-06,19:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,20
2965,2015-03-06,19:26:00,Dry,Fine without high winds,Car,Driver,Slight,Male,26
