,Accident Date,Time (24hr),Road Surface,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
8919,2017-07-27,13:29:00,Dry,Fine without high winds,Car,Driver,Slight,Female,60
8920,2017-07-27,12:21:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,24
8921,2017-07-28,22:13:00,Wet/Damp,Raining without high winds,Car,Driver,Serious,Male,39
8922,2017-07-28,20:50:00,Wet/Damp,Raining without high winds,Car,Driver,Serious,Female,33
8923,2017-07-28,16:51:00,Wet/Damp,Fine without high winds,Motorcycle,Driver,Serious,Female,40
8924,2017-07-28,15:54:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,7
8925,2017-07-29,01:00:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,17
8926,2017-07-29,03:00:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,23
8927,2017-07-29,04:45:00,Dry,Fine without high winds,Car,Driver,Slight,Male,53
8928,2017-07-29,04:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,24
8929,2017-07-29,14:25:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,50
8930,2017-07-29,22:15:00,Wet/Damp,Fine without high winds,Car,Pedestrian,Serious,Male,58
8931,2017-07-30,22:09:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,32
8932,2017-07-30,23:52:00,Dry,Fine without high winds,Car,Driver,Slight,Male,22
8933,2017-07-30,18:53:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,45
8934,2017-07-30,18:53:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,17
8935,2017-07-30,16:35:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,27
8936,2017-07-30,00:14:00,Dry,Fine without high winds,Car,Driver,Slight,Male,37
8937,2017-07-30,11:45:00,Dry,Fine without high winds,Car,Driver,Slight,Male,51
8938,2017-07-30,18:53:00,Dry,Fine without high winds,Car,Driver,Slight,Male,22
8939,2017-07-31,06:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,62
8940,2017-07-31,08:15:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,46
8941,2017-07-31,14:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,41
8942,2017-07-31,14:45:00,Dry,Fine without high winds,Car,Driver,Slight,Male,18
8943,2017-07-31,14:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,18
8944,2017-07-31,17:56:00,Dry,Fine without high winds,Car,Driver,Slight,Female,61
8945,2017-07-31,17:56:00,Dry,Fine without high winds,Car,Driver,Slight,Female,35
8946,2017-07-31,10:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,32
8947,2017-08-01,19:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,21
8948,2017-08-01,20:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,25
8949,2017-08-01,19:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,6
8950,2017-08-01,18:37:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,82
8951,2017-08-01,18:37:00,Dry,Fine without high winds,Car,Driver,Slight,Female,59
8952,2017-08-01,17:16:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Slight,Male,29
8953,2017-08-02,11:58:00,Wet/Damp,Raining without high winds,Pedal cycle,Pedestrian,Slight,Male,2
8954,2017-08-02,12:30:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,84
8955,2017-08-02,18:00:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,27
8956,2017-08-02,17:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,46
8957,2017-08-03,01:02:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,23
8958,2017-08-03,10:34:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,53
8959,2017-08-03,17:52:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Female,50
8960,2017-08-03,16:25:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,1
8961,2017-08-03,13:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,32
8962,2017-08-04,03:41:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,19
8963,2017-08-04,19:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,41
8964,2017-08-04,08:25:00,Dry,Raining without high winds,Car,Passenger,Slight,Female,27
8965,2017-08-05,17:54:00,Dry,Fine without high winds,Car,Driver,Slight,Male,23
8966,2017-08-05,03:03:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,50
8967,2017-08-05,15:20:00,Dry,Fine without high winds,Car,Driver,Slight,Male,35
8968,2017-08-06,11:30:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,31
8969,2017-08-06,20:18:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
8970,2017-08-07,20:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,39
8971,2017-08-07,21:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,31
8972,2017-08-07,20:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,17
8973,2017-08-07,20:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,16
8974,2017-08-07,19:05:00,Dry,Fine without high winds,Car,Driver,Slight,Female,13
8975,2017-08-07,09:35:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Slight,Male,29
8976,2017-08-07,15:55:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,25
8977,2017-08-07,17:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
8978,2017-08-07,08:15:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,10
8979,2017-08-07,06:30:00,Wet/Damp,Raining without high winds,Car,Passenger,Serious,Female,19
8980,2017-08-07,06:30:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,27
8981,2017-08-08,14:05:00,Wet/Damp,Raining without high winds,Motorcycle,Driver,Slight,Male,57
8982,2017-08-09,17:33:00,Dry,Fine without high winds,Car,Driver,Slight,Male,51
8983,2017-08-09,19:12:00,Dry,Fine without high winds,Car,Driver,Slight,Male,47
8984,2017-08-09,18:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,36
8985,2017-08-09,18:20:00,Dry,Fine without high winds,Car,Passenger,Serious,Female,26
8986,2017-08-09,18:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,24
8987,2017-08-09,17:34:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,38
8988,2017-08-09,17:34:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,26
8989,2017-08-09,16:46:00,Dry,Fine without high winds,Car,Driver,Slight,Female,36
8990,2017-08-09,14:15:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,21
8991,2017-08-09,13:36:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,74
8992,2017-08-09,12:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,41
8993,2017-08-09,11:10:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,45
8994,2017-08-09,11:10:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,45
8995,2017-08-09,11:10:00,Dry,Fine without high winds,Car,Driver,Slight,Female,26
8996,2017-08-09,06:30:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,49
8997,2017-08-09,16:05:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,9
8998,2017-08-10,16:25:00,Dry,Fine without high winds,Car,Driver,Slight,Female,30
8999,2017-08-10,16:25:00,Dry,Fine without high winds,Car,Driver,Slight,Male,34
9000,2017-08-10,18:46:00,Dry,Fine without high winds,Car,Driver,Slight,Female,31
9001,2017-08-10,14:45:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,52
9002,2017-08-10,08:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,30
9003,2017-08-10,09:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,21
9004,2017-08-10,07:50:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,47
9005,2017-08-10,13:10:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,61
9006,2017-08-11,18:55:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,57
9007,2017-08-11,18:55:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,36
9008,2017-08-11,18:55:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,35
9009,2017-08-11,15:30:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Female,41
9010,2017-08-11,12:50:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,86
9011,2017-08-11,10:40:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,75
9012,2017-08-11,10:40:00,Dry,Fine without high winds,Car,Driver,Slight,Male,83
9013,2017-08-11,10:15:00,Dry,Fine without high winds,Car,Driver,Slight,Male,31
9014,2017-08-11,09:55:00,Dry,Fine without high winds,Car,Driver,Slight,Female,39
9015,2017-08-11,07:26:00,Dry,Fine without high winds,Car,Driver,Slight,Female,38
9016,2017-08-11,07:26:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,47
9017,2017-08-11,05:39:00,Dry,Fine without high winds,Car,Driver,Slight,Male,24
9018,2017-08-11,10:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,56
9019,2017-08-12,14:20:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,23
9020,2017-08-12,15:23:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,3
9021,2017-08-13,20:00:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,28
9022,2017-08-13,16:23:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,50
9023,2017-08-13,23:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,27
9024,2017-08-13,15:00:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,60
9025,2017-08-13,15:15:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,57
9026,2017-08-14,17:00:00,Dry,Fine without high winds,Car,Passenger,Serious,Male,30
9027,2017-08-14,17:20:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
9028,2017-08-14,21:45:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,20
9029,2017-08-14,21:45:00,Wet/Damp,Fine without high winds,Motorcycle,Passenger,Slight,Male,49
9030,2017-08-15,12:10:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,46
9031,2017-08-15,16:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Female,51
9032,2017-08-15,17:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,38
9033,2017-08-16,17:15:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,23
9034,2017-08-16,17:24:00,Dry,Fine without high winds,Motorcycle,Pedestrian,Slight,Male,7
9035,2017-08-16,18:35:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,8
9036,2017-08-16,08:00:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,50
9037,2017-08-16,15:05:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,18
9038,2017-08-16,18:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,39
9039,2017-08-17,12:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,24
9040,2017-08-17,13:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,38
9041,2017-08-17,13:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,6
9042,2017-08-17,19:00:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,55
9043,2017-08-18,14:46:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,34
9044,2017-08-18,16:00:00,Dry,Other,Motorcycle,Driver,Slight,Male,44
9045,2017-08-18,10:32:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,35
9046,2017-08-18,10:58:00,Dry,Fine without high winds,Car,Driver,Slight,Female,47
9047,2017-08-19,11:36:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,57
9048,2017-08-19,13:58:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,12
9049,2017-08-19,23:00:00,Dry,Fine without high winds,Car,Driver,Serious,Male,22
9050,2017-08-19,10:40:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,83
9051,2017-08-20,13:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,12
9052,2017-08-20,11:34:00,Dry,Fine with high winds,Car,Driver,Slight,Male,68
9053,2017-08-20,13:45:00,Dry,Fine without high winds,Car,Driver,Slight,Male,36
9054,2017-08-20,13:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,13
9055,2017-08-20,13:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,12
9056,2017-08-20,14:28:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,40
9057,2017-08-20,17:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,25
9058,2017-08-20,14:28:00,Dry,Fine without high winds,Car,Driver,Slight,Male,30
9059,2017-08-21,15:20:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,43
9060,2017-08-21,19:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,37
9061,2017-08-21,23:04:00,Wet/Damp,Raining without high winds,Car,Driver,Serious,Female,19
9062,2017-08-22,17:07:00,Dry,Fine without high winds,Car,Driver,Slight,Female,45
9063,2017-08-22,12:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,71
9064,2017-08-22,17:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,18
9065,2017-08-22,17:50:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,5
9066,2017-08-23,09:05:00,Wet/Damp,Raining with high winds,Car,Driver,Slight,Male,59
9067,2017-08-23,09:36:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,79
9068,2017-08-23,17:22:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,32
9069,2017-08-23,17:00:00,Dry,Fine without high winds,Motorcycle,Pedestrian,Serious,Male,31
9070,2017-08-23,20:30:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,23
9071,2017-08-23,15:15:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,30
9072,2017-08-24,18:53:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,77
9073,2017-08-24,09:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,57
9074,2017-08-24,10:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,36
9075,2017-08-24,17:29:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,26
9076,2017-08-24,16:09:00,Dry,Fine without high winds,Car,Driver,Slight,Male,23
9077,2017-08-25,10:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,39
9078,2017-08-25,09:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,40
9079,2017-08-26,16:15:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,30
9080,2017-08-26,06:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,40
9081,2017-08-26,13:46:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,45
9082,2017-08-26,14:02:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,93
9083,2017-08-26,14:37:00,Dry,Fine without high winds,Car,Driver,Slight,Female,27
9084,2017-08-26,14:37:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,6
9085,2017-08-26,16:39:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,11
9086,2017-08-26,22:57:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,21
9087,2017-08-27,06:15:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,46
9088,2017-08-27,21:45:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,62
9089,2017-08-28,21:18:00,Dry,Fine without high winds,Car,Driver,Slight,Male,38
9090,2017-08-28,18:35:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,60
9091,2017-08-28,18:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,64
9092,2017-08-28,18:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,37
9093,2017-08-28,15:56:00,Dry,Fine without high winds,Car,Driver,Slight,Female,35
9094,2017-08-28,15:56:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,16
9095,2017-08-28,08:01:00,Dry,Fine without high winds,Car,Driver,Slight,Male,48
9096,2017-08-28,15:56:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,13
9097,2017-08-28,14:35:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,40
9098,2017-08-29,10:20:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,60
9099,2017-08-29,10:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,56
9100,2017-08-29,09:32:00,Dry,Fine without high winds,Car,Driver,Slight,Male,34
9101,2017-08-29,09:32:00,Dry,Fine without high winds,Car,Driver,Slight,Male,53
9102,2017-08-29,12:30:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,70
9103,2017-08-29,19:38:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,19
9104,2017-08-30,16:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,57
9105,2017-08-30,16:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,51
9106,2017-08-31,12:24:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
9107,2017-08-31,11:10:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,60
9108,2017-08-31,18:08:00,Dry,Fine without high winds,Car,Driver,Slight,Male,40
9109,2017-08-31,18:08:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,34
9110,2017-08-31,12:59:00,Dry,Fine without high winds,Car,Driver,Slight,Male,34
9111,2017-09-01,18:20:00,Dry,Fine without high winds,Motorcycle,Pedestrian,Slight,Male,32
9112,2017-09-01,17:27:00,Dry,Fine without high winds,Car,Driver,Slight,Female,20
9113,2017-09-02,16:30:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,22
9114,2017-09-02,19:40:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,46
9115,2017-09-02,20:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,26
9116,2017-09-02,12:20:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,10
9117,2017-09-03,08:40:00,Dry,Fine without high winds,Car,Driver,Slight,Male,41
9118,2017-09-03,08:40:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,14
9119,2017-09-03,08:40:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,11
9120,2017-09-03,15:25:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,14
9121,2017-09-03,18:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,35
9122,2017-09-03,18:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,45
9123,2017-09-03,18:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,55
9124,2017-09-03,22:56:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,27
9125,2017-09-03,22:56:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Male,15
9126,2017-09-03,18:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,12
9127,2017-09-03,18:00:00,Dry,Fine without high winds,Car,Passenger,Serious,Male,16
9128,2017-09-04,06:47:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,39
9129,2017-09-04,16:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,21
9130,2017-09-04,16:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,2
9131,2017-09-04,16:30:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,7
9132,2017-09-04,08:15:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,17
9133,2017-09-05,15:53:00,Dry,Fine without high winds,Car,Driver,Slight,Male,27
9134,2017-09-05,20:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,22
9135,2017-09-05,08:10:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Slight,Female,32
9136,2017-09-05,21:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,31
9137,2017-09-05,14:33:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,27
9138,2017-09-05,10:00:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,78
9139,2017-09-05,14:33:00,Dry,Fine without high winds,Car,Driver,Slight,Male,36
9140,2017-09-06,12:45:00,Dry,Fine without high winds,Car,Driver,Slight,Male,26
9141,2017-09-06,08:25:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,26
9142,2017-09-07,07:50:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,53
9143,2017-09-07,11:52:00,Dry,Fine without high winds,Car,Driver,Slight,Female,51
9144,2017-09-07,13:13:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,23
9145,2017-09-07,14:14:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,21
9146,2017-09-07,14:40:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,20
9147,2017-09-08,23:38:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,33
9148,2017-09-08,23:38:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,25
9149,2017-09-08,17:17:00,Dry,Fine without high winds,Car,Driver,Slight,Female,29
9150,2017-09-08,16:36:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,10
9151,2017-09-08,20:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,20
9152,2017-09-08,16:36:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,7
9153,2017-09-09,19:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,52
9154,2017-09-09,17:47:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,48
